escalation_id,request_id,from_user_id,to_department_id,escalation_reason,escalated_at,resolved_at
373,1003335,89,5,Multi-department coordination,2025-08-04 12:16:00,
374,1003341,264,4,Policy review,2024-10-29 09:27:00,
375,1003351,1,1,SLA risk,2025-05-10 08:03:00,
376,1003355,134,8,Multi-department coordination,2026-03-01 12:49:00,2026-03-05 12:49:00
377,1003385,272,4,Capacity support,2025-04-22 10:14:00,2025-04-28 10:14:00
378,1003398,138,3,Capacity support,2025-06-15 10:33:00,2025-06-18 10:33:00
379,1003408,11,4,Capacity support,2026-03-02 08:13:00,2026-03-03 08:13:00
380,1003416,189,4,Capacity support,2025-11-23 08:19:00,
381,1003419,90,8,SLA risk,2026-03-27 16:37:00,2026-03-31 16:37:00
382,1003429,88,2,Capacity support,2025-09-04 12:17:00,2025-09-07 12:17:00
383,1003431,30,8,Policy review,2025-05-21 10:27:00,
384,1003439,268,3,Capacity support,2025-12-30 10:19:00,
385,1003457,33,3,Policy review,2026-05-03 08:50:00,2026-05-07 08:50:00
386,1003459,56,6,Multi-department coordination,2025-03-15 15:00:00,2025-03-20 15:00:00
387,1003471,15,8,Capacity support,2025-06-22 08:22:00,2025-06-25 08:22:00
388,1003476,45,5,SLA risk,2026-01-20 16:37:00,2026-01-28 16:37:00
389,1003496,1,3,Capacity support,2025-07-03 08:25:00,
390,1003505,172,4,Capacity support,2025-02-15 15:51:00,
391,1003508,104,3,Policy review,2025-03-31 12:02:00,2025-04-05 12:02:00
392,1003511,237,8,SLA risk,2025-08-28 13:43:00,2025-08-30 13:43:00
393,1003515,94,4,Policy review,2024-09-28 13:10:00,
394,1003538,29,6,SLA risk,2025-11-21 15:31:00,2025-11-22 15:31:00
395,1003546,30,6,Policy review,2025-06-15 10:23:00,2025-06-21 10:23:00
396,1003564,129,7,Policy review,2025-02-20 10:43:00,2025-02-21 10:43:00
397,1003573,123,2,SLA risk,2026-02-16 16:42:00,2026-02-24 16:42:00
398,1003576,20,2,SLA risk,2025-07-04 11:50:00,2025-07-07 11:50:00
399,1003584,5,3,Policy review,2024-11-22 14:50:00,
400,1003619,257,6,Capacity support,2026-05-30 10:22:00,2026-06-06 10:22:00
401,1003625,193,7,SLA risk,2024-10-24 15:19:00,
402,1003635,96,7,Capacity support,2025-02-07 13:37:00,
403,1003650,61,1,Capacity support,2026-01-11 09:14:00,
404,1003658,248,7,SLA risk,2025-12-17 10:20:00,2025-12-22 10:20:00
405,1003669,19,7,SLA risk,2026-01-02 11:40:00,2026-01-04 11:40:00
406,1003684,248,4,Multi-department coordination,2026-03-07 11:48:00,2026-03-08 11:48:00
407,1003690,56,2,Capacity support,2025-01-15 08:41:00,2025-01-23 08:41:00
408,1003712,1,2,Multi-department coordination,2024-08-28 16:08:00,2024-09-01 16:08:00
409,1003719,151,7,Policy review,2025-10-24 16:55:00,
410,1003727,46,5,SLA risk,2025-05-19 16:41:00,2025-05-24 16:41:00
411,1003730,127,4,SLA risk,2026-05-28 15:57:00,2026-05-30 15:57:00
412,1003763,137,7,Capacity support,2024-11-05 09:15:00,
413,1003766,115,6,Policy review,2025-11-16 13:24:00,2025-11-23 13:24:00
414,1003793,144,6,Capacity support,2025-11-19 10:31:00,
415,1003798,24,8,SLA risk,2026-05-18 15:26:00,
416,1003799,23,7,Capacity support,2025-01-06 14:33:00,2025-01-08 14:33:00
417,1003800,1,2,Policy review,2025-04-16 10:06:00,2025-04-20 10:06:00
418,1003810,15,2,Policy review,2025-12-08 09:26:00,2025-12-12 09:26:00
419,1003825,164,5,Multi-department coordination,2024-10-22 14:38:00,
420,1003829,135,6,Policy review,2026-04-24 11:29:00,
421,1003837,120,8,Policy review,2025-06-15 08:03:00,2025-06-22 08:03:00
422,1003843,71,7,Capacity support,2025-11-11 16:57:00,2025-11-18 16:57:00
423,1003845,92,3,Policy review,2025-07-22 13:27:00,
424,1003928,118,2,Multi-department coordination,2024-09-02 11:36:00,2024-09-09 11:36:00
425,1003932,157,6,Multi-department coordination,2024-11-25 11:45:00,2024-11-30 11:45:00
426,1003936,175,5,SLA risk,2025-12-27 11:44:00,
427,1003940,149,7,Multi-department coordination,2024-12-05 13:03:00,2024-12-07 13:03:00
428,1003942,92,6,Capacity support,2025-08-19 13:57:00,2025-08-22 13:57:00
429,1003951,22,8,SLA risk,2025-08-24 08:48:00,2025-08-31 08:48:00
430,1003956,118,8,Policy review,2025-10-01 10:26:00,2025-10-03 10:26:00
431,1003962,272,7,SLA risk,2026-02-01 12:31:00,2026-02-08 12:31:00
432,1003963,87,3,Policy review,2025-04-16 16:37:00,2025-04-21 16:37:00
433,1003990,102,4,Multi-department coordination,2024-08-19 14:20:00,2024-08-25 14:20:00
434,1004019,81,7,Policy review,2025-01-05 12:58:00,2025-01-12 12:58:00
435,1004024,143,8,Multi-department coordination,2025-03-16 15:27:00,2025-03-22 15:27:00
436,1004025,237,8,Multi-department coordination,2024-09-18 14:33:00,2024-09-21 14:33:00
437,1004031,133,6,SLA risk,2025-11-14 09:46:00,
438,1004037,67,3,Capacity support,2026-04-06 10:46:00,2026-04-13 10:46:00
439,1004048,75,6,Policy review,2026-05-22 15:51:00,2026-05-28 15:51:00
440,1004055,218,7,SLA risk,2025-02-07 15:35:00,2025-02-08 15:35:00
441,1004057,272,3,SLA risk,2025-10-29 15:50:00,2025-11-04 15:50:00
442,1004065,111,6,Policy review,2025-08-06 16:18:00,2025-08-07 16:18:00
443,1004068,92,8,Capacity support,2026-07-02 10:42:00,2026-07-08 10:42:00
444,1004079,41,3,Policy review,2026-03-03 09:06:00,2026-03-06 09:06:00
445,1004083,2,7,SLA risk,2025-07-25 14:12:00,2025-07-27 14:12:00
446,1004098,57,8,Multi-department coordination,2025-05-07 13:05:00,2025-05-12 13:05:00
447,1004104,214,8,Capacity support,2024-11-20 14:12:00,2024-11-26 14:12:00
448,1004109,216,2,Multi-department coordination,2024-10-20 13:32:00,2024-10-24 13:32:00
449,1004116,78,6,Capacity support,2026-03-31 11:24:00,2026-04-02 11:24:00
450,1004123,96,6,Capacity support,2025-07-30 10:13:00,
451,1004156,79,7,SLA risk,2025-09-19 16:34:00,2025-09-22 16:34:00
452,1004175,140,3,Capacity support,2024-12-19 16:50:00,2024-12-21 16:50:00
453,1004180,208,1,Capacity support,2026-03-06 10:44:00,2026-03-08 10:44:00
454,1004186,21,3,SLA risk,2024-09-21 16:04:00,2024-09-25 16:04:00
455,1004198,15,3,Policy review,2025-12-15 15:12:00,2025-12-16 15:12:00
456,1004202,213,1,SLA risk,2026-04-13 15:03:00,2026-04-18 15:03:00
457,1004211,60,4,SLA risk,2026-02-28 11:26:00,2026-03-08 11:26:00
458,1004237,177,4,Capacity support,2024-09-02 09:37:00,
459,1004246,68,7,Capacity support,2025-11-23 12:40:00,
460,1004250,257,2,Policy review,2026-03-31 16:51:00,2026-04-06 16:51:00
461,1004253,38,7,Policy review,2025-04-17 14:09:00,
462,1004258,24,7,Policy review,2025-10-03 10:26:00,2025-10-08 10:26:00
463,1004259,96,5,Capacity support,2024-10-10 15:31:00,
464,1004267,3,6,Capacity support,2024-11-28 16:00:00,
465,1004322,89,6,Policy review,2025-03-12 12:08:00,2025-03-19 12:08:00
466,1004324,122,8,SLA risk,2025-11-18 11:42:00,2025-11-19 11:42:00
467,1004328,258,4,SLA risk,2026-01-24 16:47:00,
468,1004364,137,3,SLA risk,2026-06-10 15:00:00,2026-06-11 15:00:00
469,1004365,220,5,Multi-department coordination,2025-11-30 12:52:00,
470,1004378,67,2,Multi-department coordination,2024-11-26 08:46:00,
471,1004392,31,7,Multi-department coordination,2024-11-11 12:44:00,
472,1004399,42,8,Multi-department coordination,2024-08-16 13:50:00,
473,1004417,6,8,Capacity support,2025-01-05 12:08:00,2025-01-09 12:08:00
474,1004420,121,4,Capacity support,2025-12-25 13:32:00,
475,1004425,89,4,Multi-department coordination,2025-05-08 15:40:00,2025-05-13 15:40:00
476,1004429,45,6,Policy review,2025-12-03 09:26:00,2025-12-04 09:26:00
477,1004434,270,4,Policy review,2025-05-15 11:58:00,2025-05-16 11:58:00
478,1004437,163,7,Multi-department coordination,2025-05-27 11:14:00,2025-06-02 11:14:00
479,1004442,27,1,Policy review,2026-02-05 10:34:00,
480,1004443,226,7,Capacity support,2024-08-18 12:24:00,
481,1004463,26,1,Multi-department coordination,2024-12-12 12:07:00,2024-12-15 12:07:00
482,1004469,58,1,Capacity support,2025-10-26 14:47:00,
483,1004473,46,4,Multi-department coordination,2025-11-25 09:36:00,2025-11-29 09:36:00
484,1004478,216,8,Capacity support,2024-10-11 10:23:00,2024-10-13 10:23:00
485,1004482,19,2,Multi-department coordination,2024-11-01 16:30:00,2024-11-04 16:30:00
486,1004488,239,4,Capacity support,2026-04-05 08:29:00,2026-04-11 08:29:00
487,1004523,46,1,Capacity support,2024-10-03 16:33:00,
488,1004524,14,7,Multi-department coordination,2026-01-22 15:17:00,2026-01-23 15:17:00
489,1004526,51,3,Policy review,2025-10-26 09:24:00,2025-10-27 09:24:00
490,1004534,100,3,SLA risk,2025-08-31 13:34:00,2025-09-08 13:34:00
491,1004549,173,4,Policy review,2024-12-28 16:26:00,
492,1004551,23,5,Multi-department coordination,2026-03-23 12:32:00,
493,1004561,270,8,Multi-department coordination,2024-12-06 16:21:00,2024-12-11 16:21:00
494,1004584,151,6,Policy review,2025-10-10 11:41:00,
495,1004595,270,8,Multi-department coordination,2024-09-29 10:28:00,
496,1004604,66,1,Multi-department coordination,2025-02-18 09:07:00,2025-02-19 09:07:00
497,1004618,157,4,Capacity support,2025-10-03 15:16:00,2025-10-11 15:16:00
498,1004631,166,8,Capacity support,2026-05-05 13:23:00,
499,1004632,162,1,SLA risk,2026-01-18 13:42:00,2026-01-24 13:42:00
500,1004633,5,2,SLA risk,2024-11-29 15:59:00,2024-12-02 15:59:00
501,1004643,69,5,Policy review,2025-05-30 10:02:00,2025-06-02 10:02:00
502,1004646,174,5,Multi-department coordination,2025-09-30 14:03:00,2025-10-08 14:03:00
503,1004652,123,5,Capacity support,2025-01-15 15:55:00,
504,1004661,272,5,SLA risk,2026-06-04 16:27:00,2026-06-10 16:27:00
505,1004679,97,2,Capacity support,2024-10-17 12:40:00,2024-10-23 12:40:00
506,1004681,98,3,Capacity support,2025-12-06 11:01:00,
507,1004684,210,4,SLA risk,2026-02-18 14:10:00,
508,1004685,81,1,Multi-department coordination,2025-01-21 09:13:00,2025-01-24 09:13:00
509,1004710,237,1,SLA risk,2026-05-22 13:27:00,
510,1004713,111,4,Capacity support,2025-02-01 15:18:00,2025-02-08 15:18:00
511,1004741,226,6,Policy review,2026-01-24 16:54:00,2026-01-28 16:54:00
512,1004749,10,8,Policy review,2024-09-27 09:46:00,2024-09-28 09:46:00
513,1004767,218,8,Multi-department coordination,2025-07-20 10:05:00,2025-07-25 10:05:00
514,1004771,255,3,Capacity support,2024-10-01 14:07:00,
515,1004792,33,2,Policy review,2025-04-30 08:08:00,2025-05-04 08:08:00
516,1004794,147,6,Policy review,2025-03-12 12:03:00,2025-03-20 12:03:00
517,1004799,62,3,Multi-department coordination,2025-03-11 16:08:00,2025-03-14 16:08:00
518,1004801,226,1,Policy review,2024-09-02 11:40:00,2024-09-07 11:40:00
519,1004808,125,6,Policy review,2026-04-30 15:41:00,2026-05-07 15:41:00
520,1004809,196,8,Multi-department coordination,2025-07-10 09:20:00,
521,1004820,110,1,Capacity support,2025-07-12 11:46:00,2025-07-14 11:46:00
522,1004822,138,8,Policy review,2024-11-09 16:28:00,
523,1004835,180,6,Policy review,2026-01-04 12:28:00,2026-01-10 12:28:00
524,1004845,257,6,Capacity support,2025-02-19 13:07:00,2025-02-22 13:07:00
525,1004851,176,2,Multi-department coordination,2026-01-04 08:13:00,
526,1004864,221,6,SLA risk,2025-07-16 08:54:00,2025-07-22 08:54:00
527,1004867,270,2,SLA risk,2025-11-30 15:32:00,2025-12-01 15:32:00
528,1004869,12,6,Multi-department coordination,2024-09-25 11:35:00,2024-09-29 11:35:00
529,1004872,20,5,Capacity support,2025-02-03 09:27:00,2025-02-11 09:27:00
530,1004880,116,8,Policy review,2024-10-21 10:18:00,2024-10-23 10:18:00
531,1004881,101,5,Capacity support,2025-12-02 14:54:00,2025-12-04 14:54:00
532,1004885,18,8,Multi-department coordination,2025-02-28 13:41:00,2025-03-02 13:41:00
533,1004887,124,3,Policy review,2025-01-20 12:03:00,2025-01-21 12:03:00
534,1004902,98,1,Capacity support,2024-11-11 15:26:00,
535,1004920,186,1,Policy review,2025-04-14 08:30:00,2025-04-17 08:30:00
536,1004932,73,1,Multi-department coordination,2025-04-30 15:31:00,
537,1004934,152,8,Policy review,2026-03-22 12:57:00,
538,1004941,23,7,SLA risk,2025-05-31 15:43:00,
539,1004954,45,8,Multi-department coordination,2025-02-10 12:44:00,2025-02-11 12:44:00
540,1004956,109,6,SLA risk,2025-09-20 09:51:00,
541,1004963,84,4,Multi-department coordination,2025-06-12 13:47:00,2025-06-13 13:47:00
542,1004971,203,7,SLA risk,2026-05-26 15:23:00,
543,1004972,127,3,Policy review,2025-02-14 14:44:00,2025-02-20 14:44:00
544,1004973,153,2,Multi-department coordination,2025-10-10 08:35:00,
545,1004975,112,2,Policy review,2025-03-22 13:46:00,2025-03-25 13:46:00
546,1004983,111,3,Multi-department coordination,2026-04-02 13:09:00,
547,1004985,21,6,Multi-department coordination,2025-09-24 13:44:00,
548,1005028,88,3,Multi-department coordination,2025-05-24 13:50:00,
549,1005032,208,5,Multi-department coordination,2025-12-07 12:40:00,2025-12-11 12:40:00
550,1005033,60,1,SLA risk,2026-03-07 12:52:00,2026-03-15 12:52:00
551,1005049,83,2,Policy review,2025-04-15 10:39:00,2025-04-17 10:39:00
552,1005050,154,7,Capacity support,2025-03-03 12:45:00,
553,1005063,136,2,Policy review,2024-12-10 12:46:00,
554,1005076,187,3,Capacity support,2026-06-12 14:32:00,2026-06-15 14:32:00
555,1005079,1,3,SLA risk,2025-11-07 14:08:00,
556,1005087,12,1,SLA risk,2024-12-12 15:54:00,2024-12-19 15:54:00
557,1005088,155,3,Multi-department coordination,2025-09-22 11:51:00,2025-09-26 11:51:00
558,1005093,40,8,Policy review,2025-01-31 12:48:00,
559,1005110,265,7,Policy review,2025-02-05 12:37:00,
560,1005113,1,7,Policy review,2025-12-21 11:28:00,2025-12-27 11:28:00
561,1005129,110,8,SLA risk,2024-10-08 14:41:00,
562,1005134,79,8,Policy review,2025-05-24 15:01:00,2025-05-29 15:01:00
563,1005138,57,1,Policy review,2024-09-02 12:54:00,
564,1005139,150,6,Policy review,2026-03-29 10:14:00,
565,1005142,136,8,Capacity support,2025-02-24 08:02:00,
566,1005148,13,1,SLA risk,2024-12-16 12:56:00,2024-12-22 12:56:00
567,1005155,140,2,Capacity support,2025-03-29 13:33:00,
568,1005158,207,4,Policy review,2025-05-22 16:39:00,2025-05-28 16:39:00
569,1005170,9,8,Policy review,2026-05-17 08:29:00,2026-05-21 08:29:00
570,1005183,9,2,SLA risk,2024-12-08 08:38:00,2024-12-13 08:38:00
571,1005192,101,1,Capacity support,2025-03-12 11:17:00,2025-03-19 11:17:00
572,1005195,62,5,SLA risk,2026-07-09 09:00:00,
573,1005202,83,1,Multi-department coordination,2025-01-10 16:47:00,
574,1005204,88,3,Capacity support,2025-05-03 11:06:00,2025-05-09 11:06:00
575,1005205,155,8,Policy review,2024-11-23 08:59:00,2024-11-27 08:59:00
576,1005222,13,1,Multi-department coordination,2025-05-29 12:25:00,2025-06-04 12:25:00
577,1005246,110,7,SLA risk,2025-02-13 16:00:00,2025-02-18 16:00:00
578,1005274,181,6,Policy review,2025-05-15 16:22:00,2025-05-22 16:22:00
579,1005294,189,6,Policy review,2025-05-22 14:32:00,2025-05-23 14:32:00
580,1005296,104,8,SLA risk,2025-03-05 08:37:00,2025-03-11 08:37:00
581,1005298,161,3,SLA risk,2026-01-31 12:55:00,2026-02-08 12:55:00
582,1005303,127,5,Multi-department coordination,2024-09-21 15:13:00,2024-09-28 15:13:00
583,1005308,5,7,Multi-department coordination,2025-07-01 15:30:00,2025-07-09 15:30:00
584,1005318,64,2,Multi-department coordination,2025-04-21 15:11:00,2025-04-29 15:11:00
585,1005319,218,5,Multi-department coordination,2026-06-05 15:56:00,
586,1005324,86,8,Policy review,2025-10-30 16:03:00,
587,1005333,42,5,Multi-department coordination,2025-09-03 09:22:00,2025-09-06 09:22:00
588,1005342,161,6,SLA risk,2025-11-06 16:26:00,2025-11-12 16:26:00
589,1005353,103,5,Multi-department coordination,2024-09-17 15:44:00,2024-09-22 15:44:00
590,1005355,26,5,Capacity support,2026-03-18 11:31:00,
591,1005361,158,3,Multi-department coordination,2025-07-28 08:17:00,2025-07-31 08:17:00
592,1005387,10,3,SLA risk,2024-12-09 14:22:00,2024-12-11 14:22:00
593,1005398,140,2,SLA risk,2025-06-01 13:32:00,2025-06-09 13:32:00
594,1005419,173,3,Capacity support,2025-11-15 08:15:00,
595,1005420,28,3,Policy review,2025-10-24 14:24:00,2025-10-27 14:24:00
596,1005444,151,2,SLA risk,2026-06-12 11:04:00,
597,1005452,91,6,Capacity support,2025-10-07 11:20:00,
598,1005460,56,5,Policy review,2025-07-13 09:16:00,2025-07-19 09:16:00
599,1005469,170,1,Capacity support,2024-11-25 13:03:00,2024-11-26 13:03:00
600,1005482,159,5,Policy review,2024-09-24 13:05:00,2024-09-29 13:05:00
601,1005487,197,3,Capacity support,2025-04-11 14:28:00,2025-04-14 14:28:00
602,1005504,189,8,Policy review,2026-02-11 11:13:00,2026-02-17 11:13:00
603,1005513,20,5,Policy review,2025-02-16 14:13:00,2025-02-22 14:13:00
604,1005519,2,8,Capacity support,2025-10-01 16:55:00,2025-10-03 16:55:00
605,1005522,5,2,Capacity support,2025-01-17 09:08:00,
606,1005533,196,5,Capacity support,2024-11-07 14:24:00,2024-11-11 14:24:00
607,1005540,174,7,SLA risk,2026-02-12 08:58:00,2026-02-20 08:58:00
608,1005545,13,6,Multi-department coordination,2024-09-25 12:16:00,
609,1005550,181,2,Multi-department coordination,2024-11-14 12:41:00,2024-11-21 12:41:00
610,1005552,187,4,Policy review,2025-11-10 13:09:00,
611,1005556,95,2,Capacity support,2025-12-26 12:23:00,2025-12-31 12:23:00
612,1005557,149,1,Capacity support,2026-01-17 08:35:00,
613,1005564,54,8,SLA risk,2026-02-16 10:20:00,2026-02-21 10:20:00
614,1005571,272,4,Capacity support,2025-04-27 14:12:00,
615,1005589,272,2,Capacity support,2026-01-25 10:02:00,2026-02-01 10:02:00
616,1005602,54,8,SLA risk,2026-01-08 16:54:00,2026-01-10 16:54:00
617,1005614,177,3,SLA risk,2025-03-14 08:21:00,
618,1005626,96,8,Multi-department coordination,2025-06-05 14:51:00,
619,1005630,147,8,SLA risk,2025-07-21 14:36:00,
620,1005631,226,6,SLA risk,2026-01-09 09:43:00,2026-01-16 09:43:00
621,1005639,152,2,Policy review,2025-12-23 15:31:00,2025-12-25 15:31:00
622,1005641,79,3,Policy review,2025-12-07 11:48:00,2025-12-10 11:48:00
623,1005670,119,2,SLA risk,2024-11-01 10:01:00,2024-11-03 10:01:00
624,1005672,112,8,Policy review,2025-11-30 09:14:00,2025-12-03 09:14:00
625,1005694,245,8,Multi-department coordination,2026-06-23 13:28:00,2026-07-01 13:28:00
626,1005696,184,2,Multi-department coordination,2026-06-12 09:57:00,
627,1005699,5,7,Policy review,2026-04-22 08:01:00,2026-04-30 08:01:00
628,1005704,29,4,Capacity support,2024-12-18 10:18:00,2024-12-19 10:18:00
629,1005722,51,6,Capacity support,2025-09-05 13:57:00,2025-09-07 13:57:00
630,1005724,89,3,Capacity support,2026-06-04 15:04:00,2026-06-11 15:04:00
631,1005725,124,7,Policy review,2025-08-05 13:20:00,2025-08-10 13:20:00
632,1005727,239,6,Multi-department coordination,2025-04-02 09:11:00,2025-04-09 09:11:00
633,1005738,144,6,Policy review,2025-07-18 09:42:00,
634,1005741,142,2,Multi-department coordination,2026-05-23 10:04:00,2026-05-25 10:04:00
635,1005754,143,8,Capacity support,2026-03-20 12:30:00,2026-03-24 12:30:00
636,1005758,163,3,Policy review,2025-09-19 10:46:00,2025-09-23 10:46:00
637,1005763,141,2,Capacity support,2025-09-19 08:07:00,
638,1005785,27,4,Capacity support,2025-04-02 08:03:00,2025-04-06 08:03:00
639,1005799,143,1,Multi-department coordination,2025-07-30 10:37:00,
640,1005803,62,7,Capacity support,2024-12-18 08:59:00,2024-12-26 08:59:00
641,1005812,155,5,Multi-department coordination,2025-01-12 14:18:00,
642,1005818,150,4,SLA risk,2025-04-29 10:11:00,
643,1005825,116,7,Capacity support,2024-12-18 10:52:00,
644,1005827,124,4,Policy review,2025-10-19 16:55:00,2025-10-22 16:55:00
645,1005828,32,6,Policy review,2025-12-05 13:08:00,2025-12-12 13:08:00
646,1005839,116,1,SLA risk,2026-01-28 15:38:00,
647,1005870,94,7,Policy review,2025-04-05 09:34:00,2025-04-11 09:34:00
648,1005872,83,7,Multi-department coordination,2025-07-18 11:25:00,2025-07-24 11:25:00
649,1005877,26,6,Multi-department coordination,2025-07-21 14:55:00,
650,1005881,227,1,SLA risk,2026-05-15 08:45:00,2026-05-16 08:45:00
651,1005886,174,6,Multi-department coordination,2025-09-08 12:59:00,2025-09-16 12:59:00
652,1005891,216,5,Capacity support,2024-10-21 15:14:00,2024-10-24 15:14:00
653,1005894,100,6,Capacity support,2026-03-11 15:37:00,2026-03-15 15:37:00
654,1005897,175,4,Multi-department coordination,2025-03-31 15:44:00,
655,1005901,37,2,SLA risk,2025-04-12 15:34:00,2025-04-20 15:34:00
656,1005913,154,4,Capacity support,2025-10-17 09:42:00,2025-10-19 09:42:00
657,1005915,130,6,Capacity support,2026-01-24 12:47:00,2026-01-26 12:47:00
